"Informe de estadísticas de uso de OJS"
"Informe de estadísticas de uso de OJS predeterminado (COUNTER preparado)"
"Métrica: ojs::counter"
"Dirección URL del informe: http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu/manager/generateReport?metricType=ojs%3A%3Acounter&columns[]=assoc_type&columns[]=submission_id&columns[]=issue_id&columns[]=country_id&columns[]=month&filters=a%3A3%3A%7Bs%3A10%3A%22assoc_type%22%3Ba%3A1%3A%7Bi%3A0%3Bs%3A3%3A%22257%22%3B%7Ds%3A10%3A%22context_id%22%3Bs%3A1%3A%221%22%3Bs%3A3%3A%22day%22%3Ba%3A2%3A%7Bs%3A4%3A%22from%22%3Bs%3A8%3A%2220180101%22%3Bs%3A2%3A%22to%22%3Bs%3A8%3A%2220180709%22%3B%7D%7D"

,Tipo,Texto,Número,País,Mes,Total
,Texto,"Texto del discurso pronunciado por el Secretario de Gobernación ante los diputados de la XLIX Legislación con motivo de la presentación de la iniciativa de la Ley General de Población de México",22,US,201805,3
,Texto,"Texto del discurso pronunciado por el Secretario de Gobernación ante los diputados de la XLIX Legislación con motivo de la presentación de la iniciativa de la Ley General de Población de México",22,US,201806,3
,Texto,"Texto del discurso pronunciado por el Secretario de Gobernación ante los diputados de la XLIX Legislación con motivo de la presentación de la iniciativa de la Ley General de Población de México",22,US,201807,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,,201807,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,AR,201804,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,AT,201802,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,AT,201803,2
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,AT,201804,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,AT,201805,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,BO,201803,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,CZ,201803,2
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,DE,201802,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,DE,201804,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,FR,201801,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,FR,201802,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,GB,201807,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,MX,201802,5
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,MX,201806,1
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,US,201801,5
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,US,201802,6
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,US,201803,2
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,US,201804,3
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,US,201805,2
,Texto,"Ronald L. Meek (comp.). Marx, Engels y la explosión demográfica, México, Editorial Extemporáneos, 1973. 248 p.",22,US,201806,2
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,AT,201802,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,AT,201803,2
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,AT,201804,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,AT,201805,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,CZ,201803,2
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,DE,201802,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,DE,201804,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,FR,201801,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,GB,201802,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,GB,201807,1
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,US,201801,5
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,US,201802,3
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,US,201803,2
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,US,201804,2
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,US,201805,3
,Texto,"Ta Ngoc Châu con la colaboración de F. Caillods, J. Hallak y C. Tibi, Crecimiento demográfico y costos de la enseñanza en los países en vías de desarrollo, París, UNESCO. Instituto Internacional de Planeamiento de la Educación, 1973. 319 p.",22,US,201806,1
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,,201804,1
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,CZ,201803,2
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,DE,201804,1
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,GB,201807,1
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,US,201801,1
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,US,201802,1
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,US,201803,2
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,US,201804,5
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,US,201805,2
,Texto,"Octavio Ianni. Estado e planejamento econômico no Brasil. Río de Janeiro : Editora Civilizaçao Brasileira, 1971. 316 p.",22,US,201806,1
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,CZ,201803,2
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,DE,201804,1
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,GB,201807,1
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,MX,201806,1
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201801,2
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201802,2
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201803,2
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201804,2
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201805,2
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201806,4
,Texto,"Assar Lindbeck. La economía política de la nueva izquierda. Madrid : Alianza Editorial, 1973. 227 p.",22,US,201807,1
,Texto,"Ley General de Población de México",22,CZ,201803,2
,Texto,"Ley General de Población de México",22,DE,201803,2
,Texto,"Ley General de Población de México",22,FR,201807,1
,Texto,"Ley General de Población de México",22,MX,201802,2
,Texto,"Ley General de Población de México",22,US,201801,1
,Texto,"Ley General de Población de México",22,US,201802,3
,Texto,"Ley General de Población de México",22,US,201803,1
,Texto,"Ley General de Población de México",22,US,201804,2
,Texto,"Ley General de Población de México",22,US,201805,5
,Texto,"Ley General de Población de México",22,US,201806,2
,Texto,"Ley General de Población de México",22,US,201807,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,AT,201802,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,AT,201803,2
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,AT,201804,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,AT,201805,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,BO,201804,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,CZ,201803,2
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,DE,201803,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,FR,201802,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,IT,201801,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201801,1
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201802,3
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201803,3
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201804,2
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201805,3
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201806,3
,Texto,"Diseño de modelos para la determinación del ingreso nacional en países en desarrollo, con especial referencia a la experiencia de Chile",27,US,201807,1
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,CZ,201803,2
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,DE,201803,1
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201801,1
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201802,1
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201803,1
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201804,2
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201805,2
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201806,1
,Texto,"Notas sobre la política monetaria reciente de Brasil",27,US,201807,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,AT,201802,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,AT,201803,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,AT,201804,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,AT,201805,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,CZ,201803,2
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,DE,201805,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,GB,201801,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,IT,201802,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,MX,201803,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,PE,201805,3
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201801,2
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201802,3
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201803,5
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201804,3
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201805,6
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201806,1
,Texto,"Modelos macroeconométricos para formular políticas de desarrollo y planeación",27,US,201807,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,AT,201802,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,AT,201803,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,AT,201804,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,AT,201805,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,CZ,201803,2
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,DE,201803,2
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,DE,201804,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,DE,201806,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,FR,201801,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,FR,201802,1
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201801,4
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201802,3
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201803,3
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201804,2
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201805,2
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201806,4
,Texto,"El uso del análisis de insumo-producto en un modelo econométrico de la economía mexicana",27,US,201807,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,AT,201802,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,AT,201803,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,AT,201804,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,AT,201805,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,CZ,201803,2
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,DE,201803,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,FR,201802,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,GB,201801,1
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,US,201801,5
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,US,201802,3
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,US,201803,3
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,US,201804,2
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,US,201805,2
,Texto,"Experimentos con el modelo mexicano de insumo-producto",27,US,201807,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,AT,201802,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,AT,201803,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,AT,201804,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,AT,201805,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,BO,201803,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,CZ,201803,2
,Texto,"Una metodología cuantitativa de la programación agrícola",27,DE,201805,2
,Texto,"Una metodología cuantitativa de la programación agrícola",27,FR,201801,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,IT,201802,1
,Texto,"Una metodología cuantitativa de la programación agrícola",27,US,201801,2
,Texto,"Una metodología cuantitativa de la programación agrícola",27,US,201802,3
,Texto,"Una metodología cuantitativa de la programación agrícola",27,US,201803,8
,Texto,"Una metodología cuantitativa de la programación agrícola",27,US,201804,6
,Texto,"Una metodología cuantitativa de la programación agrícola",27,US,201805,3
,Texto,"Una metodología cuantitativa de la programación agrícola",27,US,201807,1
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,CZ,201803,2
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,DE,201803,1
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,US,201801,3
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,US,201802,2
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,US,201803,1
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,US,201804,2
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,US,201805,2
,Texto,"Funciones-producción para establecimientos industriales de diferente tamaño : el caso chileno",27,US,201807,1
,Texto,Introducción,27,,201804,1
,Texto,Introducción,27,AT,201802,1
,Texto,Introducción,27,AT,201803,1
,Texto,Introducción,27,AT,201804,1
,Texto,Introducción,27,AT,201805,1
,Texto,Introducción,27,CZ,201803,2
,Texto,Introducción,27,DE,201802,1
,Texto,Introducción,27,DE,201807,1
,Texto,Introducción,27,GB,201801,1
,Texto,Introducción,27,GB,201802,1
,Texto,Introducción,27,US,201801,4
,Texto,Introducción,27,US,201802,3
,Texto,Introducción,27,US,201803,3
,Texto,Introducción,27,US,201804,2
,Texto,Introducción,27,US,201805,2
,Texto,Introducción,27,US,201807,1
,Texto,"Políticas de desarrollo regional en México",26,CZ,201803,2
,Texto,"Políticas de desarrollo regional en México",26,DE,201805,1
,Texto,"Políticas de desarrollo regional en México",26,DE,201806,1
,Texto,"Políticas de desarrollo regional en México",26,MX,201801,2
,Texto,"Políticas de desarrollo regional en México",26,MX,201802,10
,Texto,"Políticas de desarrollo regional en México",26,MX,201803,7
,Texto,"Políticas de desarrollo regional en México",26,MX,201804,29
,Texto,"Políticas de desarrollo regional en México",26,MX,201805,20
,Texto,"Políticas de desarrollo regional en México",26,MX,201806,16
,Texto,"Políticas de desarrollo regional en México",26,MX,201807,1
,Texto,"Políticas de desarrollo regional en México",26,US,201801,20
,Texto,"Políticas de desarrollo regional en México",26,US,201802,4
,Texto,"Políticas de desarrollo regional en México",26,US,201803,5
,Texto,"Políticas de desarrollo regional en México",26,US,201804,7
,Texto,"Políticas de desarrollo regional en México",26,US,201805,8
,Texto,"Políticas de desarrollo regional en México",26,US,201806,11
,Texto,"Políticas de desarrollo regional en México",26,US,201807,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,AT,201802,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,AT,201803,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,AT,201804,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,AT,201805,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,BO,201804,2
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,CZ,201803,2
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,DE,201803,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,FR,201802,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,IT,201801,1
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201801,2
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201802,4
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201803,8
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201804,4
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201805,2
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201806,3
,Texto,"Aspectos económicos de una teoría de la fecundidad",26,US,201807,1
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,AR,201804,2
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,CZ,201803,2
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,DE,201804,1
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,PY,201804,3
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,US,201801,4
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,US,201802,2
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,US,201803,1
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,US,201804,3
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,US,201805,2
,Texto,"Tasas de dependencia y tasas de ahorro agregado : correcciones y análisis detallado",26,US,201807,1
,Texto,"El pediatra y los cambios de población en América Latina",26,AT,201802,1
,Texto,"El pediatra y los cambios de población en América Latina",26,AT,201803,1
,Texto,"El pediatra y los cambios de población en América Latina",26,AT,201804,1
,Texto,"El pediatra y los cambios de población en América Latina",26,AT,201805,1
,Texto,"El pediatra y los cambios de población en América Latina",26,CZ,201803,2
,Texto,"El pediatra y los cambios de población en América Latina",26,DE,201804,1
,Texto,"El pediatra y los cambios de población en América Latina",26,FR,201801,1
,Texto,"El pediatra y los cambios de población en América Latina",26,GB,201802,1
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201801,5
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201802,3
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201803,3
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201804,2
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201805,2
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201806,2
,Texto,"El pediatra y los cambios de población en América Latina",26,US,201807,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,AT,201802,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,AT,201803,2
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,AT,201804,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,AT,201805,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,CZ,201803,2
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,DE,201802,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,FR,201801,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,FR,201802,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,MX,201801,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,MX,201803,2
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,MX,201804,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,MX,201806,2
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,PE,201804,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,RO,201806,1
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201801,3
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201802,3
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201803,5
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201804,4
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201805,5
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201806,5
,Texto,"Migración interna, movilidad social y actitudes y orientaciones de trabajadores peruanos",26,US,201807,1
,Texto,"Miguel S. Wionczek, Gerardo M. Bueno y Jorge Eduardo Navarrete, Transferencia internacional de tecnología. El caso de México, México, Fondo de Cultura Económica, 1975. 230 p.",26,AR,201802,1
,Texto,"Miguel S. Wionczek, Gerardo M. Bueno y Jorge Eduardo Navarrete, Transferencia internacional de tecnología. El caso de México, México, Fondo de Cultura Económica, 1975. 230 p.",26,AT,201802,1
,Texto,"Miguel S. Wionczek, Gerardo M. Bueno y Jorge Eduardo Navarrete, Transferencia internacional de tecnología. El caso de México, México, Fondo de Cultura Económica, 1975. 230 p.",26,AT,201803,2
