"Informe de estadísticas de uso de OJS"
"Informe de estadísticas de uso de OJS predeterminado (COUNTER preparado)"
"Métrica: ojs::counter"
"Dirección URL del informe: http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu/manager/generateReport?metricType=ojs%3A%3Acounter&columns[]=assoc_type&columns[]=context_id&columns[]=country_id&columns[]=month&filters=a%3A3%3A%7Bs%3A10%3A%22assoc_type%22%3Ba%3A1%3A%7Bi%3A0%3Bs%3A3%3A%22256%22%3B%7Ds%3A10%3A%22context_id%22%3Bs%3A1%3A%221%22%3Bs%3A3%3A%22day%22%3Ba%3A2%3A%7Bs%3A4%3A%22from%22%3Bs%3A8%3A%2220180101%22%3Bs%3A2%3A%22to%22%3Bs%3A8%3A%2220180709%22%3B%7D%7D"

,Tipo,Revista,País,Mes,Total
,Revista,"Estudios Demográficos y Urbanos",RO,201803,14
,Revista,"Estudios Demográficos y Urbanos",RO,201804,8
,Revista,"Estudios Demográficos y Urbanos",RO,201805,5
,Revista,"Estudios Demográficos y Urbanos",RO,201806,8
,Revista,"Estudios Demográficos y Urbanos",RO,201807,2
,Revista,"Estudios Demográficos y Urbanos",RS,201801,5
,Revista,"Estudios Demográficos y Urbanos",RS,201802,3
,Revista,"Estudios Demográficos y Urbanos",RS,201803,7
,Revista,"Estudios Demográficos y Urbanos",RS,201805,2
,Revista,"Estudios Demográficos y Urbanos",RS,201806,1
,Revista,"Estudios Demográficos y Urbanos",RU,201801,18
,Revista,"Estudios Demográficos y Urbanos",RU,201802,41
,Revista,"Estudios Demográficos y Urbanos",RU,201803,15
,Revista,"Estudios Demográficos y Urbanos",RU,201804,21
,Revista,"Estudios Demográficos y Urbanos",RU,201805,26
,Revista,"Estudios Demográficos y Urbanos",RU,201806,11
,Revista,"Estudios Demográficos y Urbanos",RU,201807,3
,Revista,"Estudios Demográficos y Urbanos",SA,201801,16
,Revista,"Estudios Demográficos y Urbanos",SA,201802,10
,Revista,"Estudios Demográficos y Urbanos",SA,201803,32
,Revista,"Estudios Demográficos y Urbanos",SA,201804,9
,Revista,"Estudios Demográficos y Urbanos",SA,201805,6
,Revista,"Estudios Demográficos y Urbanos",SA,201806,4
,Revista,"Estudios Demográficos y Urbanos",SA,201807,4
,Revista,"Estudios Demográficos y Urbanos",SC,201804,1
,Revista,"Estudios Demográficos y Urbanos",SE,201801,5
,Revista,"Estudios Demográficos y Urbanos",SE,201803,5
,Revista,"Estudios Demográficos y Urbanos",SE,201805,2
,Revista,"Estudios Demográficos y Urbanos",SE,201806,1
,Revista,"Estudios Demográficos y Urbanos",SE,201807,1
,Revista,"Estudios Demográficos y Urbanos",SG,201801,2
,Revista,"Estudios Demográficos y Urbanos",SG,201802,1
,Revista,"Estudios Demográficos y Urbanos",SG,201803,2
,Revista,"Estudios Demográficos y Urbanos",SG,201804,1
,Revista,"Estudios Demográficos y Urbanos",SG,201805,1
,Revista,"Estudios Demográficos y Urbanos",SI,201801,1
,Revista,"Estudios Demográficos y Urbanos",SI,201802,1
,Revista,"Estudios Demográficos y Urbanos",SI,201804,1
,Revista,"Estudios Demográficos y Urbanos",SK,201801,13
,Revista,"Estudios Demográficos y Urbanos",SK,201802,2
,Revista,"Estudios Demográficos y Urbanos",SK,201803,2
,Revista,"Estudios Demográficos y Urbanos",SK,201804,1
,Revista,"Estudios Demográficos y Urbanos",SM,201805,1
,Revista,"Estudios Demográficos y Urbanos",SR,201805,1
,Revista,"Estudios Demográficos y Urbanos",SV,201802,4
,Revista,"Estudios Demográficos y Urbanos",SV,201803,2
,Revista,"Estudios Demográficos y Urbanos",SV,201804,7
,Revista,"Estudios Demográficos y Urbanos",SV,201805,2
,Revista,"Estudios Demográficos y Urbanos",SV,201806,1
,Revista,"Estudios Demográficos y Urbanos",SV,201807,2
,Revista,"Estudios Demográficos y Urbanos",TG,201804,1
,Revista,"Estudios Demográficos y Urbanos",TH,201801,2
,Revista,"Estudios Demográficos y Urbanos",TH,201802,4
,Revista,"Estudios Demográficos y Urbanos",TH,201803,1
,Revista,"Estudios Demográficos y Urbanos",TH,201804,2
,Revista,"Estudios Demográficos y Urbanos",TH,201806,1
,Revista,"Estudios Demográficos y Urbanos",TN,201802,2
,Revista,"Estudios Demográficos y Urbanos",TN,201803,8
,Revista,"Estudios Demográficos y Urbanos",TN,201804,2
,Revista,"Estudios Demográficos y Urbanos",TN,201805,3
,Revista,"Estudios Demográficos y Urbanos",TR,201801,5
,Revista,"Estudios Demográficos y Urbanos",TR,201802,6
,Revista,"Estudios Demográficos y Urbanos",TR,201803,8
,Revista,"Estudios Demográficos y Urbanos",TR,201804,6
,Revista,"Estudios Demográficos y Urbanos",TR,201805,4
,Revista,"Estudios Demográficos y Urbanos",TR,201806,3
,Revista,"Estudios Demográficos y Urbanos",TT,201803,1
,Revista,"Estudios Demográficos y Urbanos",TW,201802,2
,Revista,"Estudios Demográficos y Urbanos",TW,201803,1
,Revista,"Estudios Demográficos y Urbanos",TW,201804,2
,Revista,"Estudios Demográficos y Urbanos",TW,201805,1
,Revista,"Estudios Demográficos y Urbanos",UA,201801,18
,Revista,"Estudios Demográficos y Urbanos",UA,201802,3
,Revista,"Estudios Demográficos y Urbanos",UA,201803,40
,Revista,"Estudios Demográficos y Urbanos",UA,201804,5
,Revista,"Estudios Demográficos y Urbanos",UA,201805,6
,Revista,"Estudios Demográficos y Urbanos",UA,201806,2
,Revista,"Estudios Demográficos y Urbanos",UA,201807,1
,Revista,"Estudios Demográficos y Urbanos",US,201801,593
,Revista,"Estudios Demográficos y Urbanos",US,201802,522
,Revista,"Estudios Demográficos y Urbanos",US,201803,412
,Revista,"Estudios Demográficos y Urbanos",US,201804,401
,Revista,"Estudios Demográficos y Urbanos",US,201805,644
,Revista,"Estudios Demográficos y Urbanos",US,201806,444
,Revista,"Estudios Demográficos y Urbanos",US,201807,108
,Revista,"Estudios Demográficos y Urbanos",UY,201801,8
,Revista,"Estudios Demográficos y Urbanos",UY,201802,7
,Revista,"Estudios Demográficos y Urbanos",UY,201803,11
,Revista,"Estudios Demográficos y Urbanos",UY,201804,4
,Revista,"Estudios Demográficos y Urbanos",UY,201805,6
,Revista,"Estudios Demográficos y Urbanos",UY,201806,7
,Revista,"Estudios Demográficos y Urbanos",UY,201807,1
,Revista,"Estudios Demográficos y Urbanos",UZ,201804,1
,Revista,"Estudios Demográficos y Urbanos",UZ,201806,1
,Revista,"Estudios Demográficos y Urbanos",VE,201801,21
,Revista,"Estudios Demográficos y Urbanos",VE,201802,26
,Revista,"Estudios Demográficos y Urbanos",VE,201803,37
,Revista,"Estudios Demográficos y Urbanos",VE,201804,29
,Revista,"Estudios Demográficos y Urbanos",VE,201805,29
,Revista,"Estudios Demográficos y Urbanos",VE,201806,18
,Revista,"Estudios Demográficos y Urbanos",VE,201807,9
,Revista,"Estudios Demográficos y Urbanos",VN,201801,1
,Revista,"Estudios Demográficos y Urbanos",VN,201803,4
,Revista,"Estudios Demográficos y Urbanos",VN,201806,6
,Revista,"Estudios Demográficos y Urbanos",ZA,201801,1
,Revista,"Estudios Demográficos y Urbanos",ZA,201802,4
,Revista,"Estudios Demográficos y Urbanos",ZA,201803,5
,Revista,"Estudios Demográficos y Urbanos",ZA,201804,3
,Revista,"Estudios Demográficos y Urbanos",ZA,201806,2
